step,pi_b,mu
3.85,3.14091141997465,1.51811839595374
3.89,2.67867679189111,1.05870420381721
3.93,2.24077711567527,0.607615716065151
3.97,1.90222603825818,0.256504715537623
4.01,1.73864852007141,0.12639125940558
4.05,1.6936683577554,0.154263671720312
4.09,1.65653196782981,0.166297795819592
4.13,1.58009964908157,0.135531781196189
4.17,1.39692808969384,-0.000513170677383101
4.21,1.58573595671578,0.537359674813317
4.25,1.5232201685499,0.0277830626337483
4.29,1.33217832598472,-0.0803872226349576
4.33,1.27485537028155,0.0240220860428515
4.37,1.26758353667746,0.136259324161962
4.41,1.24432657799099,0.213182425971553
4.45,1.16534762459399,0.219773979770157
4.49,1.08314562625598,0.20103553676752
4.53,1.12630816566905,0.282333491361861
4.57,1.4008681547261,0.576576905459905
4.61,1.87921114972467,1.07240924724706
4.65,2.39597656242621,1.61153439841824
4.69,2.69981741086316,1.94093827785384
4.73,2.67508748583506,1.93845768331041
4.77,2.38903412104445,1.65838254027743
4.81,2.15374783500739,1.4915673062686
4.85,2.39561824148259,1.78478565297245
4.89,3.08689203861966,2.60219034623709
4.93,4.02884772744179,3.48304610020541
4.97,4.80324230228896,4.10541629670442
5.01,3.92281462129684,3.33153908325467
5.05,1.29168767629606,0.712697509480881
5.09,-1.78969578036871,-2.35110737511036
5.13,1.61223147515071,1.74929758731762
5.17,4.85969868172042,4.51489046896491
5.21,3.02749039456822,2.36168017097364
5.25,2.18422109405401,1.45631903148233
5.29,2.60926039769012,1.8856558137403
5.33,3.57222075886469,2.86805818780337
5.37,4.2876911180191,3.60579913350603
5.41,4.39327514683113,3.75544346492445
5.45,4.00010351972076,3.30216539829072
5.49,3.42846661127083,2.74321009362566
5.53,3.17298407518485,2.50786566360239
5.57,3.3318861325731,2.70203616380574
5.61,3.73536629376774,3.14620247919721
5.65,4.08268243751038,3.54142399668774
5.69,4.16317128342618,3.67487107329316
5.73,3.97146210936764,3.54140793759153
5.77,3.67850761931206,3.31173681015725
5.81,3.49285349963193,3.19358532215699
5.85,3.51885165470537,3.28936933377281
5.89,3.7039167380755,3.54372226826175
5.93,3.89663947705467,3.80219450697008
5.97,3.96258960902902,3.92760304040014
6.01,3.87419007882797,3.89021867707221
6.05,3.71912710453248,3.77629460856976
6.09,3.63220200493279,3.71999800502947
6.13,3.70477563929644,3.81294992172582
6.17,3.93348147020234,4.05298778124497
6.21,4.23632911145525,4.36020669364737
6.25,4.5168943073092,4.64096534094286
6.29,4.72856649846506,4.85184189949891
6.33,4.89693254392745,5.02164405449482
6.37,5.09081257922727,5.22205422922827
6.41,5.36693493136256,5.51199489824541
6.45,5.72739862543123,5.89493488458145
6.49,6.11649822189742,6.31571536144671
6.53,6.45550037594295,6.6954324111605
6.57,6.69003333038208,6.97896901822869
6.61,6.81925629396419,7.16429256340435
6.65,6.89010814100444,7.29679728834976
6.69,6.9628516113121,7.43491532639889
6.73,7.07110214008207,7.61020624543914
6.77,7.20110493555165,7.80670743281281
6.81,7.30175197272568,7.97104444048439
6.85,7.31770439258934,8.04566237943956
6.89,7.22449103191011,8.00403764619248
6.93,7.04404960649002,7.86632361301004
6.97,6.83156357713854,7.68627270534927
7.01,6.64211896906277,7.51795226478204
7.05,6.46517354538688,7.38327015765925
7.09,6.36823065122979,7.25713514594336
7.13,6.24346888252483,7.09986544871157
7.17,6.04291196140098,6.88045344803671
7.21,5.78845627670782,6.61039883160614
7.25,5.52884886568358,6.29658001204633
7.29,5.39445854472751,6.05076160522087
7.33,5.17659911675168,5.8369297450976
7.37,5.00330637974573,5.60353123512843
7.41,4.85261596430855,5.38161984317045
7.45,4.65164257345491,5.10818722599998
7.49,4.37965437408294,4.7637617295252
7.53,4.09080226165876,4.40460174567398
7.57,3.87857845129909,4.12534541657857
7.61,3.80679436420817,3.98999966883285
7.65,3.85309190825027,3.97578369813361
7.69,3.90862052764308,3.97359713250412
7.73,3.84279657236132,3.85318777554812
7.77,3.59534100759346,3.55498561004537
7.81,3.23167673538028,3.14503159225777
7.85,2.91503482588956,2.78679534016129
7.89,2.83569932451275,2.66462226577122
7.93,2.95666868021315,2.75150754859642
7.97,3.18858671562251,2.94056039729008
8.01,3.31151184293205,3.04399854948606
8.05,3.14683683981563,2.87995285666241
8.09,2.70906802088835,2.44562985756016
8.13,2.2017353039466,1.86456015233869
8.17,2.32134074687584,2.27837881273229
8.21,2.33151520790408,1.88345917140464
8.25,2.4506692037976,2.05997922985174
8.29,2.70551007600095,2.38210116822679
8.33,2.6960197047392,2.4470839074302
8.37,2.24461809739807,2.04660454630878
8.41,1.60962043432389,1.42247336338586
8.45,1.38488516510381,1.18377079126041
8.49,2.17437090173812,1.96334415598477
8.53,4.2463681107306,4.0537080369561
8.57,5.08400537063606,4.83270861369482
8.61,4.40025248387622,3.81981301459634
8.65,1.09988031668344,-0.00937633451599496
8.69,-0.491010211196297,-0.430679338347673
8.73,0.264374211098268,0.452194498656528
8.77,0.260785240969565,0.518769534724019
8.81,-0.200827393364587,0.0849865577773237
8.85,-0.650031959164444,-0.336380064583231
8.89,-0.863718862695151,-0.52314561760064
8.93,-0.914014227532842,-0.553014364938651
8.97,-1.01633974393857,-0.645344564654497
9.01,-1.33171495298488,-0.960961169981552
9.05,-1.85782514395265,-1.49593249715634
9.09,-2.45662627870528,-2.11159619804794
9.13,-2.9714463474591,-2.65246775046984
9.17,-3.33660113507201,-3.05494690374314
9.21,-3.60463251730503,-3.37321627914167
9.25,-3.88470386063944,-3.71686546447159
9.29,-4.24830559020027,-4.15663422021193
9.33,-4.67052758274492,-4.66775493248886
9.37,-5.16438191537174,-5.15869128848203
9.41,-5.49548435670903,-5.72685785500741
9.45,-5.40084436588685,-5.67942815110058
9.49,-5.07984663964405,-5.48541253996508
9.53,-5.2125559207787,-5.78197992960368
9.57,-5.3968039186953,-6.08236420398263
9.61,-5.58873337315871,-6.38720758041847
9.65,-5.748218036064,-6.65451570659274
9.69,-5.79995097884798,-6.80456620152967
9.73,-5.69462045420473,-6.78493797753817
9.77,-5.44156511828298,-6.60624425373769
9.81,-5.10543147288082,-6.33417236467962
9.85,-4.74590586866729,-6.0171606895366
9.89,-4.55835842310034,-5.83333972451602
9.93,-4.54861528330266,-5.79118898516331
9.97,-4.14900778391939,-5.43098899412102
10.01,-3.86184110843669,-5.14367635352276
10.05,-3.60819426213046,-4.83577611178701
10.09,-3.33092651485745,-4.46632900446675
10.13,-3.04800840632863,-4.05665602071976
10.17,-2.82832944744824,-3.68283603665119
10.21,-2.74077510101155,-3.41738425085713
10.25,-2.80284524662363,-3.28015041196202
10.29,-2.95761259237183,-3.21697636548813
10.33,-3.09724017633495,-3.12412822310182
10.37,-3.12635973200085,-2.91159122049248
10.41,-3.03028224834753,-2.57082020585505
10.45,-2.9011561958832,-2.20068917552289
10.49,-2.89398462653391,-1.96334034960311
10.53,-3.12835418710169,-1.98560481196577
10.57,-3.59447209842397,-2.25608743159707
10.61,-4.13326800249961,-2.6493718992792
10.65,-4.51214903051158,-2.90630431990116
10.69,-4.57783846475289,-2.88889655449674
10.73,-4.348187341039,-2.62503965999813
10.77,-4.05578546668181,-2.33463197615144
10.81,-3.9731166612028,-2.31057085364582
10.85,-4.24098347775791,-2.65755189571836
10.89,-4.69813191560153,-3.23591336671047
10.93,-4.98004281386432,-3.66556916161019
10.97,-4.71746680400085,-3.56694665774502
11.01,-3.8252069614812,-2.85129932244871
11.05,-2.66575477198489,-1.87654238105234
11.09,-1.96370396660449,-1.35655691170599
11.13,-2.4755800143648,-2.03244276360407
11.17,-4.55428244790875,-4.27334850545288
11.21,-7.96158433903195,-7.82951244557474
11.25,-8.805513448334,-8.77644821096155
11.29,-3.09827780402827,-2.24256988265381
11.33,-1.20196295142272,-1.28069850391832
11.37,-2.45900838573561,-2.62679251646688
11.41,-2.76236417166282,-3.04553705150085
11.45,-2.40913872891131,-2.75023279526306
11.49,-2.09502552035694,-2.4369811943739
11.53,-2.16035757025202,-2.45637403074239
11.57,-2.52860892566442,-2.7465208769657
11.61,-2.89912482585696,-3.02353236995455
11.65,-3.01306064977943,-3.0410973237663
11.69,-2.8241186498686,-2.75931361518784
11.73,-2.49489085557844,-2.34206369569126
11.77,-2.25633952798195,-2.0192132136911
11.81,-2.24514860583293,-1.92661195122414
11.85,-2.37959215233503,-2.0440763466722
11.89,-2.68822570312217,-2.13022748545484
11.93,-2.80947258088347,-2.26568957240368
11.97,-2.70969133117417,-2.12744376250852
12.01,-2.49990903088068,-1.89023365343529
12.05,-2.32001380149231,-1.6654805210015
12.09,-2.25765628013602,-1.57646754973567
12.13,-2.28297578011768,-1.60218507739926
12.17,-2.17725006294651,-1.6417284727362
12.21,-2.30411927566584,-1.5303999689977
12.25,-2.29363914732827,-1.4614959977588
12.29,-2.09253206670362,-1.28334733852925
12.33,-1.80464210499519,-1.03335163616456
12.37,-1.53209865606036,-0.801351146206451
12.41,-1.30674688690938,-0.615605263643601
12.45,-1.09069090576596,-0.43939018361615
12.49,-0.816801880239389,-0.207066837259269
12.53,-0.439188043751058,0.126250027405108
12.57,0.0370653529330411,0.555095394249605
12.61,0.561100208897374,1.02868316854193
12.65,1.06778603603571,1.48223430234614
12.69,1.51295065205058,1.87216787312149
12.73,1.89169124945179,2.19441716245574
12.77,2.23270669382765,2.478722644168
12.81,2.57640885116661,2.7666454187587
12.85,2.95173117908379,3.08826078484251
12.89,3.36381799160846,3.44976640531681
12.93,3.79621022429135,3.83564069952737
12.97,4.22296051925376,4.22076055616207
13.01,4.62244005295487,4.58419957804823
13.05,4.9858660052091,4.91771737055145
13.09,5.31764489005541,5.22605338620078
13.13,5.62892173462204,5.52044654711625
13.17,5.92857722814691,5.80963626931044
13.21,6.21652904953827,6.10714266878163
13.25,6.31632106053917,6.17218428256275
13.29,6.67426258384003,6.56643532511653
13.33,6.98232663031873,6.84972748149841
13.37,7.07695586605742,7.00612492344208
13.41,7.23114014251695,7.12962884816274
13.45,7.31128591067939,7.23083644674213
13.49,7.40307665157032,7.37381678517941
13.53,7.57103990062691,7.59960128657989
13.57,7.65213491801606,7.71959189425872
13.61,7.6739703706585,7.74189313585302
13.65,7.63703839813601,7.7069235170012
13.69,7.60062684569364,7.65060443192535
13.73,7.56258316965523,7.60928430658618
13.77,7.54004720792686,7.60036943649908
13.81,7.56136628712387,7.61707532093212
13.85,7.59044068541527,7.65399114828959
13.89,7.65229125769526,7.68358150676704
13.93,7.69107212155312,7.72428191743085
13.97,7.69607599102518,7.75530903909605
14.01,7.69667259538947,7.719023044703
14.05,7.71573196697674,7.70468563565597
14.09,7.74598783902467,7.70749517501732
14.13,7.76796094162788,7.70465087672621
14.17,7.7671124514018,7.67782497595745
14.21,7.74622550847488,7.62807118810278
14.25,7.72467800925781,7.5744032598758
14.29,7.72352129461581,7.53794329766851
14.33,7.74855305137065,7.52966937980957
14.37,7.77437857670998,7.51699282290646
14.41,7.77441298353461,7.47515298012553
14.45,7.72240876148516,7.38149359352285
14.49,7.62746676481689,7.24660413370386
14.53,7.52482762169376,7.09468250746408
14.57,7.45603044762272,6.94641293843484
14.61,7.33350332558417,6.80495781860494
14.65,7.17337330966848,6.61699666221259
14.69,6.89882071526785,6.3073419793849
14.73,6.46790587968463,5.83837375767063
14.77,5.92171905197623,5.25550117343185
14.81,5.37707075702501,4.67738979393731
14.85,4.95949944961304,4.23049868972158
14.89,4.7175160191115,3.96371480124833
14.93,4.57621438093085,3.80201495535808
14.97,4.37111357829549,3.58045268673683
15.01,3.95174351449691,3.14799892455576
15.05,3.29184610608893,2.47808028504062
15.09,2.5276855194288,1.70700816014098
15.13,1.88493416399557,1.06071027944763
15.17,1.52864987064027,0.704449151188832
15.21,1.43231722659928,0.611719845015923
15.25,1.36507916487269,0.551519938841029
15.29,1.03006295943724,0.226804406724337
15.33,0.287044288262212,-0.502754071170724
15.37,-0.676702988219414,-1.4499016348125
15.41,-1.35183670731702,-2.10527382118878
15.45,-1.11830069331609,-1.84879448094455
15.49,0.432988484050163,-0.271383513309679
15.53,2.39586083061898,1.77735979472953
15.57,1.10459763654673,0.350020631400255
15.61,-3.13366451899361,-4.11033562237235
15.65,-3.64460853990656,-4.25726207834087
15.69,-2.90442138534759,-3.01185540722188
15.73,-2.51058236162488,-2.68486627981107
15.77,-3.01425792316897,-3.30232787551451
15.81,-3.8602044937205,-4.19715950356138
15.85,-4.56414345085801,-4.85951285441591
15.89,-4.93243748663865,-5.14140015798283
15.93,-5.06830439081538,-5.19757627415549
15.97,-5.21435109802658,-5.2868970776324
16.01,-5.54711888570907,-5.57370391420769
16.05,-6.06286298060015,-6.04036408256663
16.09,-6.61234251831414,-6.53622487843412
16.13,-7.03041567806178,-6.90300658363146
16.17,-7.25255344735604,-7.08162199074042
16.21,-7.34144838321589,-7.13479419126158
16.25,-7.42314185002634,-7.18564276616917
16.29,-7.5928123736192,-7.3272330305686
16.33,-7.85904088936738,-7.56812069829237
16.37,-8.15668881135493,-7.84412480419831
16.41,-8.40661327842383,-8.07658732951687
16.45,-8.57202599627557,-8.2282972503915
16.49,-8.6719868253845,-8.31746886213202
16.53,-8.74959806193997,-8.38653719839809
16.57,-8.82665870484879,-8.45699957931679
16.61,-8.8835499520192,-8.50911881943991
16.65,-8.88005297140407,-8.50251081097167
16.69,-8.79872579019163,-8.41945889863687
16.73,-8.67361304722554,-8.2937114550143
16.77,-8.52934556911875,-8.23875131245209
16.81,-8.4905104920095,-8.01422735907648
16.85,-8.66754222258769,-8.22828417784115
16.89,-8.80248679504303,-8.40146009442256
16.93,-8.8202621928135,-8.46305546840064
16.97,-8.55287088613351,-8.14597720588202
17.01,-8.88677346856242,-8.5219836707448
17.05,-8.16612055808672,-7.84585584078055
17.09,-7.83460023543408,-7.44227733496533
17.13,-7.36066476629293,-7.07432602577018
17.17,-7.00028950680798,-6.65122267387597
17.21,-6.91757010958172,-6.52562691889658
17.25,-6.75998751096237,-6.33805826836017
17.29,-6.39550311656076,-5.999374748169
17.33,-5.99690099122805,-5.60118622441594
17.37,-5.62234284117298,-5.21511894526223
17.41,-5.39333388892945,-4.94696198176821
17.45,-5.04383964805557,-4.64955592327501
17.49,-4.61597059303619,-4.25108714236421
17.53,-4.06493335925679,-3.71109778521612
17.57,-3.38431116473866,-3.03960171214764
17.61,-2.67324805906487,-2.34234207921646
17.65,-2.070558259819,-1.76442943655037
17.69,-1.64169217744943,-1.37655986528225
17.73,-1.30735729765693,-1.10256002505867
17.77,-0.876010018293926,-0.751816422335538
17.81,-0.174393430602376,-0.150383719050123
17.85,0.806586550346259,0.712413062405097
17.89,1.85969037234324,1.63169578606614
17.93,2.66166133261691,2.28765011950571
17.97,2.98262084866102,2.45516323320533
18.01,2.87352406433414,2.19116502621195
18.05,2.69255237627667,1.86060916134937
18.09,2.91972526008653,1.95058022588011
18.13,3.84561470953643,2.75851864833115
18.17,5.3177512936735,4.1381365688402
18.21,6.7171232904114,5.47540371587962
18.25,7.2130920699372,5.94298428051992
18.29,6.17810820650169,4.91461682316077
18.33,3.53684401838577,2.31412574696715
18.37,1.69253919482997,0.341876096233978
18.41,3.18252308203831,1.52755003001065
18.45,5.67924579069247,4.54961277935607
18.49,7.29287855102865,6.50932682107162
18.53,6.57424424761683,5.8880093839408
18.57,6.42509358186554,5.81423062331559
18.61,6.41105918532887,5.89887210573565
18.65,6.16582563259686,5.76062799160996
18.69,5.68895312456683,5.36839879274606
18.73,5.22348112400159,4.96667844887675
18.77,5.02391499743343,4.81962540742447
18.81,5.17320425913368,5.00639307710181
18.85,5.53413443231454,5.37828267841211
18.89,5.84419175259589,5.67139772687244
18.93,5.88816106915925,5.6803303165205
18.97,5.63154555035467,5.37951030790956
19.01,5.22719841691746,4.92415501868873
19.05,4.90051689685749,4.5404888328338
19.09,4.80140526330021,4.3823433675202
19.13,4.92249729579416,4.44776989881898
19.17,5.12571619690517,4.60247872011911
19.21,5.24395652973434,4.68131864498093
19.25,5.18307548484242,4.59162529395695
19.29,4.9613114308509,4.35306435327501
19.33,4.67250693086388,4.06038608680706
19.37,4.40980050216988,3.80684091597205
19.41,4.2057839615667,3.62448841425169
19.45,4.02529686033296,3.47720985927749
19.49,3.80635745506065,3.30174480943636
19.53,3.51299423584742,3.06057770535099
19.57,3.16099661699996,2.76775042697972
19.61,2.80189596301722,2.47290605121525
19.65,2.48181570989009,2.22019359890152
19.69,2.20777164206984,2.01462143979312
19.73,1.9032022243543,1.76367455859532
19.77,1.78561491150053,1.76845454811247
19.81,1.42028065463571,1.47050723263462
19.85,0.907158528800203,1.01608875171312
19.89,0.439599956018981,0.554164989008214
19.93,0.0201429290463722,0.148554391309872
19.97,-0.343158100197613,-0.194218740223548
20.01,-0.683811957162533,-0.520759927391239
20.05,-1.02240098752154,-0.851991377667275
20.09,-1.361229552066,-1.18961586431657
20.13,-1.67822384863437,-1.51394446307274
20.17,-1.94661882274723,-1.79968959372375
20.21,-2.16024734091273,-2.04022524142704
20.25,-2.34661728071506,-2.26012232404249
20.29,-2.5504068381971,-2.49788148822541
20.33,-2.80853981856647,-2.79295545233342
20.37,-3.12745686753187,-3.14722879541348
20.41,-3.45676389661845,-3.50917248773866
20.45,-3.74314567129868,-3.82177653862708
20.49,-3.97000987260429,-4.06618339194817
20.53,-4.17698151996385,-4.28563625140713
20.57,-4.42255782934786,-4.54201797987508
20.61,-4.72053080158479,-4.84436941329673
20.65,-5.12316538961283,-5.24655160759341
20.69,-5.55069097650792,-5.66788385864432
20.73,-5.91809807144918,-6.02666272010678
20.77,-6.18119241034351,-6.27987425217044
20.81,-6.3792032397693,-6.46861340207431
20.85,-6.610824549419,-6.69289881266247
20.89,-6.96041869011313,-7.03839537833065
20.93,-7.42521934818323,-7.50328429248763
20.97,-7.9009391793357,-7.98382438221461
21.01,-8.24669664828747,-8.33915014081143
21.05,-8.39041931469881,-8.49669350803767
21.09,-8.39818367809552,-8.52161687248109
21.13,-8.44652174054638,-8.58928314388529
21.17,-8.70237793281859,-8.8653914081236
21.21,-9.18818378277274,-9.3712110270132
21.25,-9.73491189706484,-9.93675050054895
21.29,-10.0769092463774,-10.2956539115854
21.33,-10.0437121166896,-10.2770315868161
21.37,-9.72160833926266,-9.96700154057733
21.41,-9.45510323581584,-9.71011063002121
21.45,-9.65036368809762,-9.91272113588209
21.49,-10.4777249369341,-10.7454566099612
21.53,-11.6593417598122,-11.9307958908966
21.57,-12.5028456229269,-12.7766823750451
21.61,-12.2050888190048,-12.4802332383775
21.65,-10.2804850096819,-10.5560596223756
21.69,-6.87410161133896,-7.14860881333947
21.73,-9.586737611561,-10.0308096299894
21.77,-14.3144216491053,-14.6146793754853
21.81,-12.8277101193333,-12.9942426959331
21.85,-11.6779523491929,-11.7681125729065
21.89,-11.8639517355723,-11.9697158738374
21.93,-12.825896674627,-12.9164805784538
21.97,-13.5970004825508,-13.8103581179677
22.01,-14.0341264804596,-14.2047207129067
22.05,-14.0292717183554,-14.1387163178541
22.09,-14.106865447034,-14.1319536646707
22.13,-13.9291272248201,-13.9997641678882
22.17,-13.9082554295995,-14.0937369789369
22.21,-14.7587587618647,-14.8094942397813
22.25,-16.0810020130079,-15.9810454455049
22.29,-16.6845536102362,-16.6491464348224
22.33,-16.9174243901858,-16.9434166241865
22.37,-17.0406902520242,-17.0945987210019
22.41,-17.2400734484314,-17.3000604601804
22.45,-17.595637758188,-17.6457634357522
22.49,-18.0724708502754,-18.1049403499865
22.53,-18.5686667377709,-18.5813095425384
22.57,-18.9943106666998,-18.9911605315604
22.61,-19.327844983233,-19.3173413502208
22.65,-19.6129364975484,-19.6048974272235
22.69,-19.9075806041806,-19.9101048882868
22.73,-20.2300026036638,-20.2480060926035
22.77,-20.5418445639559,-20.5776425059444
22.81,-20.7764760804056,-20.8316076084772
22.85,-20.8858074738662,-20.9627394727176
22.89,-20.8683976393832,-20.9711348378384
22.93,-20.7598631497431,-20.893376265897
22.97,-20.596953472166,-20.7673154239738
23.01,-20.3943083560672,-20.5968453195345
23.05,-20.0058729637028,-20.2901911515226
23.09,-19.8621119846239,-20.0469511231789
23.13,-19.5868815646435,-19.9069056129716
23.17,-18.7259245056781,-19.1481575357999
23.21,-17.94919797783,-18.3940954630023
23.25,-17.303971498183,-17.7716972964885
23.29,-16.7149394182601,-17.2144097009578
23.33,-16.0945946490917,-16.6237744224348
23.37,-15.376834926682,-15.9316431384899
23.41,-14.5474083028485,-15.1218013738041
23.45,-13.8949369170883,-14.5510435670583
23.49,-12.8719119227953,-13.4790764522134
23.53,-11.9010448521101,-12.4310070793149
23.57,-11.0821547624487,-11.6552873411915
23.61,-10.3628837890518,-10.9938906564138
23.65,-9.6622201161899,-10.2923826722511
23.69,-8.78537554424621,-9.41210675271467
23.73,-7.94875785397054,-8.47531148728376
23.77,-7.04346923321288,-7.48410568537429
23.81,-6.12214088262427,-6.51931452517659
23.85,-5.30280843937535,-5.68594062240367
23.89,-4.63775966930666,-5.0116138112751
23.93,-4.10286882415249,-4.46371145368456
23.97,-3.63449207473334,-3.97909520414299
24.01,-3.18049907555546,-3.50985005242417
24.05,-2.72825592264243,-3.04577554217729
24.09,-2.2976605296097,-2.60736011432042
24.13,-1.91265146546095,-2.21868370399827
24.17,-1.57635740506095,-1.88319118496709
24.21,-1.26778433002179,-1.57963284428459
24.25,-0.959682438060461,-1.2792054390405
24.29,-0.641969892752836,-0.969378290566148
24.33,-0.332510058082781,-0.665936336647589
24.37,-0.0673539538503155,-0.404169784192157
24.41,0.12251499122734,-0.215436267929914
24.45,0.231801650873255,-0.105531875494634
24.49,0.161950325047237,-0.146550833061084
24.53,0.794925045840494,0.467565943295051
24.57,0.639246458370768,0.330700669117001
24.61,0.460487643685837,0.174920663207845
24.65,0.444603892309347,0.158560221103354
24.69,0.501030749340649,0.222982534007589
24.73,0.556683994145986,0.289729277783475
24.77,0.582576041529713,0.32533369316483
24.81,0.560245603684792,0.397062040229554
24.85,0.514089607348521,0.287818308201092
24.89,0.546036445490245,0.00970713879235374
24.93,0.547504087470692,0.140065915085048
24.97,0.57182992698056,0.323288815795341
25.01,0.536650732940755,0.359934646453916
25.05,0.479748415647581,0.326538317350529
25.09,0.500433479049443,0.286326372869915
25.13,0.568971469699969,0.251619645551864
25.17,0.58386472469122,0.199639636548711
25.21,0.541471288622641,0.126038723541943
25.25,0.444606538270343,0.0261977527637018
25.29,0.306883709318461,-0.100832876907221
25.33,0.161675186590995,-0.234447887091925
25.37,0.0569137112177174,-0.327824628421928
25.41,0.0361839221795819,-0.333575459202146
25.45,0.113375617891614,-0.237203561618574
25.49,0.253180492676218,-0.0752525614113662
25.53,0.369663048997863,0.0665457037543709
25.57,0.349629478631465,0.0755654111910466
25.61,0.0977779567004822,-0.144315795767879
25.65,-0.410811235681881,-0.619452332728724
25.69,-1.09420133321246,-1.26875666978977
25.73,-1.76723361409627,-1.90752465826687
25.77,-2.19751598461981,-2.30394915617768
25.81,-2.20277576918307,-2.27637653099153
25.85,-1.75311305274648,-1.79533457374054
25.89,-1.02824416178545,-1.04084584085776
25.93,-0.39004586370335,-0.375071254822195
25.97,-0.265156471728185,-0.224863205268833
26.01,-0.674243332435098,-0.623866939232279
26.05,-1.70512202573298,-1.62494498893919
26.09,-3.15912703368678,-3.07706650133438
26.13,-4.57645476498581,-4.48806834181844
26.17,-5.44155936850498,-5.34324136577691
26.21,-5.37955912025611,-5.26402654038692
26.25,-4.29292603504468,-4.17034651784371
26.29,-2.42218735142831,-2.27309367931595
26.33,-0.0917786339584161,0.0809134419333022
26.37,2.30074277796827,2.48608542710853
26.41,3.12166799379943,3.16202953891373
26.45,2.28281156108446,2.30638668167313
26.49,1.27709665121,1.30665623275418
26.53,0.415158489148525,0.445998355991701
26.57,-0.144219674571946,-0.114969292383464
26.61,-0.383665200591373,-0.355888291605466
