step,pi_b,mu
0.01,-2.33399851021504,-1.91366646081298
0.05,-1.04709010995508,-1.16744073936785
0.09,-1.48692953337961,-1.80841948786921
0.13,-2.60636222610839,-3.11916465547111
0.17,-2.84662322637248,-3.71363005090187
0.21,1.17103500519546,-0.500768032661293
0.25,1.95792707857617,1.35934038190683
0.29,1.63433917480753,1.14712944868712
0.33,2.01282194146892,1.60944252945214
0.37,2.65254231525057,2.34494575140318
0.41,2.89494544720261,2.69817563124322
0.45,2.68823753922284,2.4667819594885
0.49,2.22429376583411,1.91606582748493
0.53,1.8246853212831,1.43705105483604
0.57,1.71887000095179,1.2771555894126
0.61,1.92670158417523,1.44397576460188
0.65,2.29558618313525,1.77814732902246
0.69,2.63732380931707,2.09280204100529
0.73,2.88937519686345,2.31130156924205
0.77,3.00800340932927,2.41135856183303
0.81,3.13137588519431,2.51783585982406
0.85,3.44683760612392,2.72330743254058
0.89,3.70378380678099,3.07377496122982
0.93,4.01994488610456,3.3347747386855
0.97,4.30402502222755,3.54694141962273
1.01,4.487275403766,3.66203655217792
1.05,4.58987228130767,3.71235209509804
1.09,4.69891762282556,3.79071040750397
1.13,4.90622270989144,3.98764363914367
1.17,5.25188804882838,4.33423000024498
1.21,5.7070172794172,4.78944433419982
1.25,6.19933875034736,5.27516981943068
1.29,6.65839489222439,5.72399262648901
1.33,7.04979870692237,6.10731980623616
1.37,7.38225770849565,6.43655844591395
1.41,7.69180679234934,6.74671822271552
1.45,8.01889642644797,7.0756200107777
1.49,8.39144290451537,7.44880669725638
1.53,8.81781191293295,7.87340660110446
1.57,9.28704803334648,8.33833635365402
1.61,9.77306197641551,8.81781947177888
1.65,10.2422442560788,9.27836916153925
1.69,10.6650278903424,9.69029989893164
1.73,11.0288738943732,10.0410844208333
1.77,11.3457688104991,10.3431385558718
1.81,11.6471458172486,10.6287166024411
1.85,11.9658235334337,10.9316534819955
1.89,12.3142639570023,11.2654602217227
1.93,12.6732888740512,11.6119795709769
1.97,13.0001419504873,11.9294540791444
2.01,13.2499960390597,12.1929102682594
2.05,13.3782506415399,12.3404217255104
2.09,13.4544226383834,12.4097706084566
2.13,13.4887129600369,12.4350553945661
2.17,13.584097396108,12.4317946056755
2.21,13.6063646235669,12.5420660076554
2.25,13.5695171940963,12.593421190945
2.29,13.4838570112397,12.5880236387835
2.33,13.360539862839,12.5475587120661
2.37,13.2221784330554,12.4966033813345
2.41,13.0779368340725,12.4472905617421
2.45,12.9066097447914,12.3857460522345
2.49,12.6672126574215,12.2768924966623
2.53,12.3294947537373,12.0913867673695
2.57,11.8864825032479,11.8308346141644
2.61,11.3385701361676,11.5297896636998
2.65,10.9178854062816,11.2713739810063
2.69,10.651202810378,11.1916440933704
2.73,10.4685557040226,11.2241423769584
2.77,10.2610445856707,11.24725515909
2.81,9.93088449702545,11.1552265327138
2.85,9.45148036050404,10.9108818778049
2.89,8.89405799508687,10.5728568832053
2.93,8.38544093452632,10.2568792881574
2.97,8.01763363354809,10.0483952063968
3.01,7.77221467521841,9.92624706799219
3.05,7.5197820559528,9.75927877936576
3.09,7.10581562497708,9.38995057029553
3.13,6.46913485067346,8.75278813264266
3.17,5.70571503975806,7.9399663664407
3.21,5.01950509185136,7.15403446156195
3.25,4.58048854332411,6.56670285639855
3.29,4.3854832568898,6.1790382444179
3.33,4.23030427217188,5.79247927087791
3.37,3.83300660935437,5.13127557286207
3.41,3.03740976059245,4.04587673145676
3.45,1.95282663133078,2.65290530312444
3.49,0.912164785081686,1.29338645557961
3.53,0.251564783599264,0.312124550227367
3.57,0.0522219016219054,-0.201046990769839
3.61,0.0362607983698382,-0.515998456143905
3.65,-0.278837615924417,-1.10829359702392
3.69,-1.24341800015776,-2.32254599687926
3.73,-2.78378637134408,-4.0805760730987
3.77,-4.38564804895586,-5.86483136871945
3.81,-5.41304621901435,-7.03732280344755
3.85,-5.58018249852894,-7.31144190800099
3.89,-5.26763007689549,-7.05019496605887
3.93,-5.3426352482071,-7.14675530149077
3.97,-6.63657352227591,-8.43491112384214
4.01,-8.98056232302983,-10.7781492792368
4.05,-11.7440942822278,-13.4957534624925
4.09,-13.0644386955504,-14.7568127735743
4.13,-11.3207750769393,-12.9034610952614
4.17,-5.9269043490988,-7.3800119029692
4.21,-2.77671835862222,-4.83940794189316
4.25,-16.4807822404056,-18.3796053859641
4.29,-10.7697032879891,-12.6389082522401
4.33,-6.26025304449951,-7.93094405470218
4.37,-5.76433152421414,-7.01424713368111
4.41,-7.8783799693236,-8.63671813871679
4.45,-10.4585817946463,-10.8430574532365
4.49,-11.9416481139506,-12.1715637772319
4.53,-11.8896354762391,-12.157063863261
4.57,-10.8712864897383,-11.2565145688278
4.61,-9.88319455143333,-10.3418749811113
4.65,-9.6268410915628,-10.0410630585295
4.69,-10.1915310773056,-10.4676171548253
4.73,-11.1246094791224,-11.2192337516332
4.77,-11.8180082364882,-11.8251613757558
4.81,-12.073412941472,-12.0405155615452
4.85,-11.8691398752098,-11.8419014136169
4.89,-11.6364471734644,-11.626888846308
4.93,-11.6064946431313,-11.7101026616026
4.97,-12.0216760115071,-12.2110498380206
5.01,-12.8082531766325,-12.9884330748473
5.05,-13.5227520380702,-13.7152506215169
5.09,-14.0195917074099,-14.353958058217
5.13,-14.2709106907914,-14.6586567840913
5.17,-13.877512704008,-14.183035158597
5.21,-14.2492439122397,-14.8789907466527
5.25,-14.9258075997767,-15.7494031427814
5.29,-15.7280059587945,-16.6744427443638
5.33,-16.470471839896,-17.5489322886406
5.37,-17.0586565609511,-18.3196685425459
5.41,-17.516186217849,-19.0824017089957
5.45,-18.0175621302119,-19.7814727200301
