step,meas,filtered,pi_b,mu
5.25,5.74508126399833,5.11838205558878,5.90292934847358,5.54541131302599
5.29,5.59259916724888,5.31514763155319,6.07209497275107,5.69536030404993
5.33,7.19524344067029,5.41161814829524,6.25072889692824,5.85785961543461
5.37,4.58482724711001,5.40308086788331,6.42697928740166,6.01570790287553
5.41,6.23076164111619,5.3487371237602,6.59643770981155,6.13918884365905
5.45,6.95950064417966,5.32557984177081,6.69807750248275,6.23374180104719
5.49,5.43900878354563,5.37965215416402,6.8567229985339,6.36320351986353
5.53,4.76460874101721,5.5049984110635,7.00986334889464,6.49650154077364
5.57,5.35550904292661,5.65800994637562,7.14511762655246,6.62382689313734
5.61,6.85506709372574,5.79136438622527,7.26457457102647,6.74256835916154
5.65,10.9347338713377,5.88236445374751,7.36971582833146,6.85343790560289
5.69,-0.290362272507966,5.93892442947648,7.461753995055,6.957500689726
5.73,-1.23375202349897,5.98431745753136,7.54111902968813,7.05583845657554
5.77,8.67956523513952,6.03573563322394,7.60781147424616,7.14901400340473
5.81,8.36248177974147,6.09297987890595,7.66158953153351,7.23705525324636
5.85,9.41025391802671,6.14330136366448,7.70215466628255,7.31947759268436
5.89,9.77517914855233,6.17549144657467,7.7293103337972,7.39540798590177
5.93,5.05749398976838,6.19037420786844,7.74308367685439,7.46373418906154
5.97,6.62760841725034,6.19937345138536,7.74382184167255,7.52326310085705
6.01,7.65032493228893,6.21331787700119,7.73226358968593,7.57288107960274
6.05,2.36503617110999,6.2316205074244,7.70957739058442,7.61170270534128
6.09,7.29388467636562,6.24142027237599,7.67734676141218,7.63918241881933
6.13,9.43032534349593,6.22796429575447,7.63748947094411,7.65516590553572
6.17,8.73069005995376,6.18809396162122,7.59211552668004,7.65988003552431
6.21,9.8062774825835,6.13558978989201,7.54334474479368,7.65387694557473
6.25,7.12538583397092,6.09293340430375,7.4931094780506,7.63794467069867
6.29,9.63551350867502,6.07458390850891,7.44296535503119,7.61298898037444
6.33,8.53164453644608,6.07420599482482,7.39392992713084,7.57989630052469
6.37,7.05265854400541,6.06656361700727,7.34636774290087,7.53939905877354
6.41,3.43819982677869,6.02465812387971,7.2999376125582,7.49196678608011
6.45,6.00729564165857,5.94112504140231,7.25361134800262,7.43773796487435
6.49,3.5259671675668,5.83840524799931,7.20576379449278,7.37649858814582
6.53,7.77572813763491,5.75865838612506,7.15432400972091,7.30770812786635
6.57,0.981178164449215,5.73798240813954,7.09696941023737,7.23056962796427
6.61,6.97929489516513,5.78104793287433,7.031340103551,7.14413592712029
6.65,7.13699726569927,5.8534341101933,6.95524993949786,7.04743951186915
6.69,7.19408938747353,5.89827011690308,6.8668735878058,6.93963065036218
6.73,9.34556716089737,5.86795807960415,6.76489406980674,6.82010777928066
6.77,7.2946995627411,5.75137259306973,6.64860133878786,6.68862563588002
6.81,4.23558561000825,5.57926071685979,6.51793862946781,6.54537016699042
6.85,4.79439848942675,5.40440626614184,6.3734986800601,6.39099422626077
6.89,2.79040579990076,5.26941678833867,6.21647619300503,6.22661347672415
6.93,8.46160029780174,5.18287595826603,6.04858585676271,6.05376667220936
6.97,3.27937713135156,5.11880024786167,5.87195683747987,5.87434785324636
7.01,4.25201904568981,5.03878322661279,5.6890149062705,5.69051969615098
7.05,3.41151587578946,4.92137394108056,5.49166181095462,5.50461744554975
7.09,4.83163157847244,4.77897212204819,5.31730207854353,5.32083465123234
7.13,6.39490409703523,4.65140496007766,5.14305047436991,5.14858001046559
7.17,4.06290821851665,4.58107376999321,4.97047570298559,4.97398145535177
7.21,4.23897663492876,4.5864378635984,4.80935864576981,4.81727322207526
7.25,3.06856809048885,4.65092833775593,4.64535587180404,4.65981837641571
7.29,5.04707516887729,4.73351104830567,4.53298697974613,4.53801093031503
7.33,3.00674494374387,4.79286145504606,4.33208311235944,4.37378825209445
7.37,4.89124501711603,4.80909749129757,4.14339570397049,4.19688955192621
7.41,5.84581095869614,4.79007685097022,4.00608328214425,4.06355619073651
7.45,3.82938844319706,4.76049239707703,3.90545150336985,3.96576702219154
7.49,4.84425088220658,4.74323967664781,3.8279267133956,3.89180900085551
7.53,5.00931582192486,4.74629470848555,3.7662349191514,3.83476721453668
7.57,5.1826556391726,4.7628333972353,3.71757570128084,3.79137624422876
7.61,1.34058912159121,4.78219822484976,3.68126945295311,3.76041641976688
7.65,3.67815279930793,4.80195221498409,3.65740057605368,3.74152938034777
7.69,4.43682981940798,4.83147989590919,3.64612332963032,3.73457546323896
7.73,6.20640198344893,4.88459032446966,3.64739792812374,3.73932635437058
7.77,2.28521603159132,4.9669453366314,3.66091941886637,3.75535561512486
7.81,5.13842475505518,5.06796112920334,3.68612711262095,3.78203137147315
7.85,3.99444827020586,5.16373579353407,3.72224734314974,3.81855239780737
7.89,2.70958226530422,5.22998736266372,3.76875028120338,3.88016327571794
7.93,5.64586282629603,5.25717317277401,3.83996227844463,3.94418260548868
7.97,6.17415702975299,5.2582645220015,3.89568208511104,3.98636810213793
8.01,4.66869681910559,5.26389868269709,3.9578945706964,4.03966212925377
8.05,4.45248844033418,5.30698585302398,4.02907351028103,4.10606245591971
8.09,5.14227148623158,5.40490711284006,4.10796663287138,4.18148302054888
8.13,5.18945165967827,5.54891092995633,4.19166884771061,4.25746772770186
8.17,6.34985914700178,5.70663805648023,4.30930450872058,4.37478145512316
8.21,5.68650661848033,5.8369591547159,4.22149906256664,4.31100526467443
8.25,1.68914226002446,5.9099123568151,4.4089818170856,4.46349878328034
8.29,6.82014576100312,5.92160434612767,4.55281490943982,4.59376823063629
8.33,7.13471768946885,5.89604082413175,4.6589871705871,4.68823983030831
8.37,4.52431677071826,5.87228128281944,4.74186660162079,4.76236271961472
8.41,6.19476493721458,5.88317860447268,4.81756344225648,4.82660781230493
8.45,7.46279992210529,5.93717988665391,4.88854949388884,4.88660108257211
8.49,7.98364416900814,6.01386852966394,4.95489952192063,4.94323556379683
8.53,3.23051724520038,6.07664629500193,5.01664774717803,4.99599790578564
8.57,8.24555186282886,6.09565925060667,5.08289104270698,5.05021776841197
8.61,4.05390730688154,6.06689305459558,5.12610421640414,5.08438319404281
8.65,7.11226435656071,6.01455008090324,5.16323291118503,5.1051934273838
8.69,3.27987130948961,5.9738734314076,5.14620533007548,5.08779772765422
8.73,4.38517107212607,5.96488394942473,5.21370675246491,5.13447315373838
8.77,5.05584117122404,5.97513915172202,5.27056156566896,5.16328305037561
8.81,8.08392711826836,5.96528391881478,5.30283288326494,5.1662847892997
8.85,6.79782442720423,5.89621825402082,5.31182941132968,5.14817882694363
8.89,5.84823580812765,5.76054364423846,5.30232500938865,5.11280775540968
8.93,8.84070357340707,5.5953105570582,5.27779296140896,5.06264862398798
8.97,4.98031685770827,5.46368974697198,5.24021174712175,4.99879241299794
9.01,5.99385825957152,5.41450046375899,5.19028714753844,4.92178347321737
9.05,5.46196882275224,5.44621742486806,5.12793503524289,4.83191311916542
9.09,7.14815440622785,5.50245558040429,5.05270462850316,4.72947318775674
9.13,4.10538500524739,5.50630613145145,4.9641326668981,4.61488235899754
9.17,5.10068038311961,5.41314812369826,4.86196988430887,4.48878808740005
9.21,6.83112118549083,5.24526267580993,4.74629598778087,4.35212785660166
9.25,2.34590938227544,5.08041293557894,4.61755087196813,4.20614595020297
9.29,5.23116544977114,4.997301712315,4.4765217253584,4.05236672761156
9.33,5.60053939686468,5.0135149631004,4.32522854332262,3.89328100333763
9.37,7.12805308656508,5.06213414729309,4.14230064524901,3.73244246929083
9.41,7.22694478251879,5.03077803628883,3.99621041349718,3.54911790885204
9.45,4.98645192286449,4.84344655560378,3.89876050141957,3.44346928058847
9.49,-0.283752431933537,4.53019322177286,3.81098462209017,3.3007834653187
9.53,0.906774048633759,4.22928949569962,3.50742208689248,3.09270744657475
9.57,4.28050926255222,4.10629362713165,3.24631403713305,2.91342451451904
9.61,4.9186432885242,4.23138832164151,3.03870664905226,2.75757794719667
9.65,3.42304105024156,4.4926978702864,2.86369295116273,2.61850291243704
9.69,1.5939445785649,4.61132928722455,2.70658220145492,2.49287166650625
9.73,3.63209226357886,4.2662273498106,2.56077404711341,2.37989863252963
9.77,5.36265051250323,3.26742594046001,2.42409287985801,2.27887977168884
9.81,2.38265140555594,1.67946477041304,2.29663043203487,2.18932534582272
9.85,-2.06844377700404,-0.18124750430261,0.607115265056635,0.656864803278978
9.89,-3.32349242928782,-1.88111111779247,-3.50830062552987,-3.23945068211984
9.93,-2.38975396932081,-3.0655482713574,-4.88351730794534,-4.97212797221813
9.97,-5.78656119264272,-3.61052509991002,-4.76550219784322,-4.85510353705365
10.01,-2.43119800092909,-3.65019025526738,-4.59681067258799,-4.64865644264734
10.05,-5.50412075079335,-3.4740882426431,-4.50666977727998,-4.52036472903927
10.09,-3.91928143055694,-3.3606769236573,-4.47136830926453,-4.45185398808334
10.13,-5.64435473237063,-3.44389143278318,-4.46130442852244,-4.41418302946417
10.17,-2.41189156424651,-3.68093946322075,-4.45764984113417,-4.38822926386528
10.21,-3.59198377560968,-3.92382470942246,-4.45009502685778,-4.36294183139729
10.25,-4.51221996401058,-4.03689989889863,-4.4338314211867,-4.33254400554084
10.29,-3.74203453022407,-3.98379221534196,-4.40729319247879,-4.2944452038185
10.33,-6.97403993649039,-3.83642779442386,-4.37074555579287,-4.24802469816576
10.37,-3.82275798477024,-3.71315785256938,-4.32542359933841,-4.19372233771753
10.41,-0.664596248082391,-3.6957670225787,-4.27304295980591,-4.13244560098391
10.45,-4.4987599731376,-3.78128797971699,-4.2155270179034,-4.06526552561459
10.49,-4.41772860596597,-3.89481205989953,-4.15485276557881,-3.99331658989421
10.53,-3.04020426414863,-3.94714071905972,-4.09295245737074,-3.91777009043359
10.57,-1.14686047230378,-3.89456943906861,-4.03164304489501,-3.83914104614913
10.61,-1.47364947563095,-3.76218495536803,-3.97218372101271,-3.75994944153302
10.65,-1.1423481125133,-3.62026637198303,-3.91727797731445,-3.68040851503881
10.69,0.219288497087604,-3.53463373572539,-3.86611028528439,-3.60240866713379
10.73,-1.37410893099894,-3.52576435165116,-3.82238430609139,-3.52687095060755
10.77,-1.62224888498419,-3.56153143868725,-3.78432765498538,-3.45464258951989
10.81,-5.37896849882893,-3.58397794464403,-3.75344957022961,-3.38642566410918
10.85,-5.0325349196108,-3.54903422577083,-3.72780002616313,-3.32363108171307
10.89,-0.84427114413081,-3.45271189114554,-3.70915446762599,-3.26597912037041
10.93,-4.5012020443553,-3.32922398655454,-3.69577111046571,-3.21437383971723
10.97,-6.62768715271751,-3.22580060326033,-3.68688317025079,-3.16910970846962
11.01,-4.83764923954444,-3.17259413139243,-3.68353409169853,-3.12979641327704
11.05,-6.53062001778907,-3.16642499437732,-3.6820862385234,-3.09675595719927
11.09,-3.93448214042684,-3.17604705417503,-3.68027277048988,-3.06962943062317
11.13,-1.54479405895884,-3.16270797052207,-3.67941176881104,-3.04793671311199
11.17,-2.05225042443472,-3.10192306942462,-3.68087304422282,-3.02565762408946
11.21,-0.556426912590446,-2.99418719513966,-3.68218794773334,-3.00937317868399
11.25,-4.49696540144328,-2.86090213958161,-3.65863916570675,-2.97439737391603
11.29,-0.42066217334191,-2.73070098449419,-3.67455155612539,-3.01046460370102
11.33,-3.89797552642795,-2.62535515722886,-3.86832513540991,-3.16665196192556
11.37,-2.72861296177696,-2.55241096953457,-3.70812115890296,-3.03196799233074
11.41,-2.91469198495899,-2.50632734463926,-3.60779144743084,-2.94579516566529
11.45,-3.4767547447224,-2.47512228081827,-3.57366412836235,-2.92179806788528
11.49,-1.96612076531615,-2.4478225125685,-3.5689323050514,-2.92810038628577
11.53,-4.14973154993555,-2.41922989051993,-3.57113086401739,-2.94483515737909
11.57,-2.97556049149647,-2.39089903148286,-3.57150127880956,-2.96284413164649
11.61,-4.54862376581024,-2.36905815225066,-3.56830101578165,-2.9787794925884
11.65,-2.39194373531166,-2.36093803178888,-3.56227185021485,-2.99229134498091
11.69,-1.17600405922677,-2.37102468251702,-3.55482519964756,-3.00442465360984
11.73,-2.74366587042792,-2.39863428984375,-3.54756064838035,-3.01667350996571
11.77,-1.04573301092449,-2.4379104463836,-3.54213658764646,-3.03050384600656
11.81,-1.91524388802352,-2.48051453882697,-3.54008745055978,-3.04715410954781
11.85,-3.86849770629287,-2.51991969484717,-3.51429800285352,-3.0441493753397
11.89,-2.0175906779844,-2.55504379998021,-3.58433697720706,-3.13387226877904
11.93,-4.07328488148829,-2.59096980010735,-3.57366733780395,-3.13151096260178
11.97,-1.71497094509303,-2.63606903803725,-3.57631950209658,-3.14734764959912
12.01,-4.02621941440517,-2.69714154320391,-3.59913678751766,-3.1858777878524
12.05,-2.3344229105321,-2.775623690719,-3.6324542739985,-3.23487658802524
12.09,-1.48725479819391,-2.86731382816353,-3.67511452311398,-3.29011572538729
12.13,-3.41800242530247,-2.96568761124381,-3.72372462762005,-3.35043891460884
12.17,-2.94653507925657,-3.06636086857375,-3.78241634690024,-3.41657897611203
12.21,-1.49808800135993,-3.16946662534856,-3.84968407119324,-3.4956581512624
12.25,-4.01975781734366,-3.27828466497375,-3.91536729726472,-3.57845656201228
12.29,-3.47716864229652,-3.39526739521277,-3.98663364746366,-3.66181038215174
12.33,-3.66330845165012,-3.51855627833407,-4.06510228205814,-3.74997176816549
12.37,-2.92915372847738,-3.64171133658294,-4.15033735293502,-3.84391550003471
12.41,-2.35411455890415,-3.75696477891791,-4.24140840872056,-3.94347529220962
12.45,-4.5311156398407,-3.85968068412608,-4.33731893477507,-4.04783693488397
12.49,-5.66205352870102,-3.95082485267047,-4.43713693229153,-4.15609946554873
12.53,-5.01087361798417,-4.03574442362523,-4.54004172185662,-4.26746866181382
12.57,-4.27537122736749,-4.120258197862,-4.64531349893438,-4.38120318450252
12.61,-3.07526485354378,-4.20693725633824,-4.75227866268746,-4.49655642213997
12.65,-5.57269203693484,-4.29417288372893,-4.86027351126683,-4.61278356467698
12.69,-6.63707890438873,-4.37850349903555,-4.96864669033759,-4.72916998439432
12.73,-5.8776862968567,-4.45835036434676,-5.07678162328329,-4.84503458873409
12.77,-4.37978397019844,-4.53645929040449,-5.18411080821846,-4.95971323778877
12.81,-4.98869814366586,-4.61941839936911,-5.29011370811183,-5.07254957489378
12.85,-1.82134760317791,-4.71464818553165,-5.39430921510542,-5.18290185897774
12.89,-3.30161343340415,-4.82672018780267,-5.49625366600415,-5.29015461182114
12.93,-4.33303992087756,-4.95488854892958,-5.59554359408798,-5.39372506675795
12.97,-5.69920333559897,-5.09265088375578,-5.69181509428196,-5.49306487155787
13.01,-2.13890985474558,-5.22905406065136,-5.78473475546737,-5.58766144719502
13.05,-6.78987485995548,-5.35110948838576,-5.87398405635486,-5.67704034668992
13.09,-7.07400457583221,-5.44694990810577,-5.95924219685351,-5.76076731678699
13.13,-6.35399664958198,-5.50947133412662,-6.04017074946173,-5.83844932504629
13.17,-5.47535658363612,-5.53963492224245,-6.11640128489244,-5.90973500823155
13.21,-5.76337845006514,-5.54774583706945,-6.15575720732009,-5.94562337724147
13.25,-1.70188014370309,-5.55096236639257,-6.33503540310443,-6.09520555378773
13.29,-4.22758131195337,-5.56678892918074,-6.3486870889351,-6.09909421238508
13.33,-8.48713020721756,-5.60489258206817,-6.3376521689601,-6.11056192046544
13.37,-5.2274286867294,-5.66154788076434,-6.36601581374435,-6.12724002140186
13.41,-8.00512213967156,-5.7205701314309,-6.37365157537442,-6.15078651303815
13.45,-5.63197344001474,-5.76135511213972,-6.40611315964254,-6.17378626394105
13.49,-8.49150223998301,-5.77026322569722,-6.39017332011216,-6.16711559283695
13.53,-5.2063563636842,-5.74891401708182,-6.4444260014318,-6.19459849331594
13.57,-3.84832278121021,-5.71411207719212,-6.52257361279496,-6.2263465813378
13.61,-5.78056136548757,-5.6888486800301,-6.55749793496252,-6.23043255274514
13.65,-7.56945195068679,-5.68935656505508,-6.56331424435441,-6.21238456110951
13.69,-4.73361481675077,-5.71594073357854,-6.53317480597493,-6.187659854755
13.73,-4.78402073670941,-5.75324484385965,-6.48508884658838,-6.1497576906544
13.77,-6.38182505912398,-5.77981027467123,-6.44881641132633,-6.11118273582179
13.81,-2.41761353271829,-5.78088485855398,-6.40451001620246,-6.06140025823709
13.85,-6.76682028768455,-5.75633144728126,-6.31315469882709,-6.00821095087856
13.89,-5.69686711273752,-5.71868868610154,-6.2416036174584,-5.95308191013943
13.93,-6.08073643828781,-5.68295570234256,-6.16553422871258,-5.88872575854493
13.97,-4.36557257048792,-5.65521706055213,-6.08468213406876,-5.81754854576122
14.01,-6.09645622911647,-5.62802876009011,-6.00365935263802,-5.746020389783
14.05,-4.23009912271932,-5.58589093324215,-5.91822487405747,-5.67129279419598
14.09,-1.85387164873498,-5.51714440694758,-5.82538471531446,-5.59266857663276
14.13,-4.41585416260322,-5.42399117346107,-5.72494750797459,-5.51032065382095
14.17,-6.56341024305162,-5.32334091090561,-5.6186017865234,-5.42469277479807
14.21,-3.54364668163823,-5.23733417498013,-5.50820355517123,-5.33627574351714
14.25,-4.29179532960041,-5.17960063648989,-5.39500344611366,-5.24560728841994
14.29,-7.64698568994169,-5.14658027460898,-5.27977918024281,-5.15327277062827
14.33,-4.18213596786389,-5.12010186049379,-5.15059187208067,-5.05613010099104
14.37,-6.27797620382029,-5.0797902892304,-5.05037423553567,-4.97028986322423
14.41,-3.60961398136574,-5.01692997639628,-4.94780095126934,-4.88535703482285
14.45,-3.61465537162189,-4.94009325283055,-4.85335379215801,-4.80090760730523
14.49,-3.75741194005897,-4.86836434619527,-4.75289781582511,-4.71776492873222
14.53,-4.50271977855935,-4.81675864785887,-4.67430186754214,-4.64480080417218
14.57,-2.8276221663535,-4.78433576950987,-4.55862216955261,-4.52074774726974
