step,meas,filtered,pi_b,mu
3.73,13.0771829531077,11.2126740527205,11.6515364878111,12.7956808687379
3.77,13.009941639439,10.7699112800663,12.1275153322919,13.0700244533166
3.81,9.65565144665921,10.9838087988217,12.5454865966823,13.281872229296
3.85,10.729406840516,12.5023723547132,12.9034869903144,13.4351258019905
3.89,11.4691569295659,15.4437148319172,16.8530903806641,17.151295134834
3.93,20.0819176944759,19.287176127962,23.8481265003365,24.0282004155823
3.97,23.6826518791568,23.114723252855,28.2398845337184,28.4194954755179
4.01,23.9245174687862,26.0657402584399,28.0888405366042,28.1152167607601
4.05,26.3512847970655,27.7368734277719,27.6891913035904,27.6188148389522
4.09,28.7361432365194,28.2975687723751,27.2283502894943,26.9892773545699
4.13,25.6593846872164,28.277127660667,26.9290679016976,26.6312848570571
4.17,29.5021924223199,28.1877356774303,26.7451466783797,26.4008265177829
4.21,26.483392272142,28.2406820855184,26.1293517980654,25.7844465548018
4.25,28.3218231631745,28.3294277365896,26.8781700122567,26.660613365852
4.29,29.6571798773852,28.2541310057165,26.5503842515358,26.3133837741059
4.33,30.5494094761556,27.988476498847,26.1941974318347,26.0004131835601
4.37,29.1150621435351,27.7641360653299,25.7862393400998,25.6405714981334
4.41,29.0889307861008,27.8895603486346,25.4322980609345,25.3584953214059
4.45,25.4104720269883,28.4279620422374,25.1034052166332,25.1435355963636
4.49,31.0683536134719,28.9843876952256,24.7878037905203,24.977737754579
4.53,26.0250699840726,28.7989341186646,24.4731004403853,24.8384750343966
4.57,27.7602658729339,27.1409415529479,24.1497717131622,24.6990039927653
4.61,26.465771370515,23.7822719079695,23.7257442590533,24.4859003595899
4.65,19.3359010512878,19.2467881927567,20.7677636772985,21.6098312341195
4.69,14.7538969291747,14.6504510892176,16.2730713871007,17.0914472248818
4.73,11.7009615081008,11.1925781196782,9.86277421530346,10.5413359622197
4.77,10.8381816373532,9.57700049885102,7.97859412093871,9.17615285741746
4.81,15.9758112441111,9.69142111738921,8.15512334119362,9.51440644305634
4.85,9.01687180107546,10.7219271434798,8.17350275172046,9.72714396059615
4.89,3.86721092468441,11.6233487898435,8.21590844983788,9.73597375097057
4.93,8.41559900935007,11.6651233996925,7.73574911175245,9.69677460618712
4.97,6.27475460818531,10.7469048656264,7.10545452928812,9.22345326214824
5.01,11.3473337888165,9.33443426877311,6.8976272676835,8.9166439014754
5.05,8.72378216195138,8.09782274596843,6.62593115652754,8.78039875955139
5.09,8.88061728101116,7.49595863224088,6.37029726361149,8.55718083764501
5.13,11.0339122355208,7.55127499019,6.04501188357531,8.38429800912976
5.17,6.82387703047399,7.91463111512377,5.52776204965966,7.99966041828526
5.21,11.8303880881462,8.13433794674772,4.94462598107148,7.44461166430455
5.25,-0.331523993529922,7.93470406676272,4.52632872171677,7.00257873736732
5.29,7.25680150251607,7.33498599057211,4.09858704264465,6.58507501270833
5.33,5.62250428145362,6.56566773578293,3.60481832917259,6.08856258606849
5.37,2.77719438829957,5.87269289998208,3.10468548983422,5.59813905608664
5.41,1.95028647410455,5.35569671033647,2.5500756667185,4.76165471692269
5.45,3.14872569508792,4.93896044286748,1.80138626809878,4.31031761381817
5.49,-1.8489388127039,4.46920698487894,1.43349784872626,3.86119317989042
5.53,6.99676963542365,3.84962378707781,0.876266832054995,3.26371439655304
5.57,12.4150127390404,3.10863474851284,0.208057097470515,2.51457007925282
5.61,1.31335100025827,2.36253122354169,-0.546298177876992,1.6772101040452
5.65,-2.50878829079274,1.71250517383491,-1.35778006699283,0.768812398543872
5.69,1.51752424485377,1.15990116279033,-2.21668633765049,-0.198799081214673
5.73,6.07278823950186,0.602454519646351,-3.11956772129918,-1.2240651272144
5.77,11.8021985098213,-0.0898628953909582,-4.0650805650877,-2.30650895687745
5.81,-5.04746258982615,-0.978771695997595,-5.05203214009597,-3.44589733769496
5.85,-12.2444644505834,-2.0121379578634,-6.0782434825235,-4.64118217745835
5.89,-12.7031217615954,-3.05997535332082,-7.14014767746463,-5.88984866389808
5.93,-15.4908442225444,-4.00377385754482,-8.23232967054111,-7.18717335235652
5.97,-9.96970710595932,-4.81489672817292,-9.34735844897006,-8.5257993587895
6.01,-13.1576643587203,-5.56844667869745,-10.4761099211892,-9.89608498649375
6.05,-16.2525539348859,-6.38594530319417,-11.6084778504799,-11.2869334322419
6.09,-20.4033893243217,-7.34888575730114,-12.7341203042874,-12.6864241154756
6.13,-17.5213144693465,-8.44252460833968,-13.8429893456937,-14.0819486718158
6.17,-18.3613663754343,-9.5657136353346,-14.9256685431176,-15.4602201229537
6.21,-21.2439152136549,-10.5968339156369,-15.9736621550799,-16.807608858258
6.25,-22.5918827941103,-11.4699381399107,-16.9796803024624,-18.1107730327312
6.29,-24.5010367354896,-12.2118211906858,-17.937833766819,-19.3572402537256
6.33,-27.7703683209027,-12.9193346297895,-18.8436412682513,-20.5357776755655
6.37,-29.190815645356,-13.695525239109,-19.6938365635368,-21.6366442712079
6.41,-28.3928280500486,-14.58707150516,-20.486042304384,-22.6518021066724
6.45,-28.6606600952281,-15.5605733114936,-21.2184032167073,-23.5750225979814
6.49,-20.8886866660014,-16.5278171291043,-21.8892573154861,-24.4018084326747
6.53,-19.2758028214783,-17.3997904952275,-22.4968978829665,-25.1291510688034
6.57,-19.4595949233333,-18.1347864059831,-23.0394526818678,-25.755218624024
6.61,-3.4982292987248,-18.7538937500699,-23.5148822090814,-26.2790705809302
6.65,-14.9932112830241,-19.3195310532681,-23.9210780381427,-26.7004610113375
6.69,-12.834258170126,-19.8941882805363,-24.2560290826965,-27.0197538847761
6.73,-23.1883893412502,-20.5050138637208,-24.5180194521488,-27.2379400008838
6.77,-33.7107643366405,-21.1327659946655,-24.7058248398169,-27.3567193301361
6.81,-30.235168151933,-21.7275681980251,-24.818881864892,-27.3786016424715
6.85,-15.5625317151173,-22.2390924003006,-24.8574136651847,-27.3069834329753
6.89,-29.9274706132096,-22.6428103177361,-24.8225034177274,-27.1461742174139
6.93,-28.5269340416365,-22.9484609662004,-24.7161143493813,-26.9013621509728
6.97,-21.1668705980887,-23.18812238704,-24.5410599048945,-26.5785223288262
7.01,-27.8076438283678,-23.3928572186501,-24.3009310810649,-26.1842793442213
7.05,-16.62562100411,-23.572909123425,-24.0060278117049,-25.7257392939714
7.09,-30.3194596111376,-23.7138149074038,-23.6519359943976,-25.2174826471929
7.13,-19.4119954903274,-23.7907508178187,-23.2503265791983,-24.6569290739629
7.17,-32.0037081632035,-23.7913049108858,-22.7975401366898,-24.0554102279411
7.21,-21.4427776153,-23.7300737066397,-22.3033115773497,-23.4111254150449
7.25,-20.2568022501856,-23.642429379581,-21.7852383490325,-22.7469768746502
7.29,-28.2951058552707,-23.5587123303184,-21.2440400729896,-22.0488841949695
7.33,-18.5979605752326,-23.475825877154,-20.6259433558209,-21.3315380957191
7.37,-22.6858984246564,-23.3492326727238,-19.9967476013185,-20.5927933419048
7.41,-21.5401151950369,-23.1176754286476,-19.3757050233678,-19.8634289278488
7.45,-19.2993694204916,-22.7497638825311,-18.7563199453322,-19.1447573335601
7.49,-21.4672555181151,-22.2809884094894,-18.1338330141401,-18.4322716781438
7.53,-21.6413571101561,-21.8086903156911,-17.5068675838475,-17.7252264382588
7.57,-20.8232832155444,-21.4369166522249,-16.8779371743888,-17.0240825496748
7.61,-17.6960420361825,-21.2002829053796,-16.2491594047331,-16.3309755981444
7.65,-24.8699659199584,-21.0201704089383,-15.6222928587901,-15.6481419308463
7.69,-18.590522446675,-20.7357873736653,-14.9988498030851,-14.9775202653046
7.73,-20.0975818673707,-20.2064822498162,-14.3805432670874,-14.3204986592949
7.77,-20.1704588046201,-19.4266905018558,-13.769087358444,-13.6779912273788
7.81,-21.6883705721578,-18.5701060052321,-13.1657929605034,-13.0506187809587
7.85,-17.6768589209871,-17.9102088620307,-12.57138030617,-12.4388604135994
7.89,-17.2525301293847,-17.6400091446373,-11.9368459697888,-11.8444723516653
7.93,-18.86013324291,-17.6901656756036,-11.6065473533311,-11.2653027614762
7.97,-17.0416296139503,-17.6683576819252,-10.8890437030595,-10.7039919381791
8.01,-17.10251074949,-16.9883627177563,-10.2678628632091,-10.1583211635514
8.05,-13.1847418158573,-15.1486069280095,-9.70241155204832,-9.62799468720021
8.09,-14.3541984221918,-12.0205761904006,-9.18452207541165,-9.11618991157326
8.13,-11.63546687631,-7.98248931078666,-8.68463396137997,-8.66060438934113
8.17,-0.553905479052061,-3.8065254758178,1.73695149404907,1.60197215071989
8.21,1.54638793132186,-0.341605424086839,7.45204072002181,7.64066300718014
8.25,0.809364338261492,1.84955565018317,7.1535545717083,7.35170705516097
8.29,1.09790106725053,2.71159551365765,7.13164797611299,7.12277484668178
8.33,0.81557307820759,2.66634590951624,7.21096682378075,7.12964869213906
8.37,3.51038381731389,2.36079754435911,7.47820110323261,7.34499702492286
8.41,1.22258168037499,2.34009636800714,7.78947311276923,7.63588015988859
8.45,5.7195428807915,2.82101774773519,8.15881947241692,7.94340226022427
8.49,6.60458222549481,3.66942638881276,8.55742412488425,8.2508329881037
8.53,4.10214902203069,4.56186625329784,8.94851645350414,8.54626919895907
8.57,2.11643914092702,5.21286721080904,9.28741924097309,8.77561652748327
8.61,10.415729887626,5.5307733293222,9.55782637804603,9.02084161424455
8.65,5.55685168303794,5.62775569442913,9.79924069991256,9.23877788908456
8.69,4.37667151494417,5.70671656632457,10.0276307319191,9.57764805162853
8.73,8.9124987396507,5.91645776778398,10.2968825524741,9.64570229760042
8.77,4.15921944550357,6.26936993032941,10.4863181549675,9.73701532842597
8.81,0.0251288408899946,6.6609446585986,10.60216148419,9.82238616552777
8.85,7.14842218270823,6.96026286551008,10.6702838928818,9.90694628123734
8.89,11.5223875255281,7.10131565836456,10.7028262098829,9.98024899065086
8.93,9.19749849334952,7.1164830813585,10.7049474204324,10.0364183922075
8.97,7.48206449105611,7.10048545903065,10.6775538191961,10.0762635119267
9.01,7.80553483397501,7.13995927907046,10.6218667551872,10.1027238772566
9.05,4.72817509476946,7.26029749025376,10.540459417534,10.1201605855827
9.09,12.6319356505665,7.4215850641817,10.4375649888588,10.1320736955302
9.13,11.7218924094203,7.55799697495778,10.3184013810065,10.1413025208785
9.17,8.78782389068835,7.6273143761134,10.1887139848778,10.1504969869737
9.21,3.96014056059756,7.63606357686725,10.0545521001294,10.1626728052828
9.25,1.15620085272124,7.62780026671508,9.92228358514424,10.1812621789676
9.29,8.03393413121733,7.6488720517224,9.79862004163223,10.2098402824424
9.33,6.93195632171674,7.71875463333399,9.68681304007291,10.2507803736884
9.37,7.8210198619995,7.82427052980857,9.53475434798179,10.1384642470315
9.41,13.9109265392311,7.93717303981232,9.86326102362156,10.5909253642267
9.45,4.29258357724118,8.03829160642178,9.63177654442759,10.6195287929367
9.49,8.19441527226814,8.12959763110922,9.65800923510507,10.8604690027736
9.53,10.2023501886677,8.22741584705829,9.58312583383858,10.7601889980913
9.57,10.2661097554695,8.34518578744474,9.61401005037388,10.8142780143261
9.61,17.8659533356522,8.48117419119846,9.78694396684965,11.016142627609
9.65,2.41956384732148,8.62108839429705,10.0350621213785,11.289713127427
9.69,3.79517619661643,8.75290808657212,10.3322000618356,11.5936010188555
9.73,7.02153753931478,8.88149263469901,10.6569106595611,11.8994218942436
9.77,6.48901855560357,9.03075714540365,11.0062825699764,12.2115407262147
9.81,9.99289781453977,9.23070813390601,11.3820781678697,12.5403114974088
9.85,16.097762749671,9.49792972829336,11.7393529510501,12.818708275848
9.89,13.4135523754629,9.82290544583394,12.1877660917846,13.2093498477204
9.93,13.2465309130524,10.1727292356681,12.8895163134857,13.8567992961303
9.97,14.5166068201742,10.5072425947787,13.1535987587483,14.0633395323864
10.01,12.2851471733115,10.7981140491039,13.4830437543343,14.3173976041222
10.05,3.64893700133724,11.0395360612779,13.832862088039,14.6063611637715
10.09,0.574873415425865,11.2458679427648,14.1977420316408,14.9115421764101
10.13,3.47955343397929,11.4402930034037,14.5502157896171,15.2044017555397
10.17,11.8261296188706,11.643102878983,14.8773895427201,15.4779077341161
10.21,21.6302625789889,11.866040344496,15.1699765841951,15.7232562634579
10.25,21.243879473485,12.1129292667438,15.4251416180262,15.9335735642596
10.29,19.215420908148,12.3820066987029,15.644100417056,16.1045979479368
10.33,14.3180522411221,12.6656621360665,15.8310202519685,16.2370638515297
10.37,4.88644944356992,12.9478751700965,15.9915031321223,16.3342121251286
10.41,1.93710600227709,13.2040488006543,16.1318946417133,16.399552856452
10.45,11.4701102793189,13.4077838464828,16.2588441034739,16.4365747683703
10.49,24.2112245463382,13.5438467629484,16.378878808645,16.4494507679125
10.53,20.1589514719824,13.6200749415321,16.4978024248397,16.4431704889001
10.57,8.71859353941424,13.6687865718197,16.6200701826424,16.4208123498799
10.61,1.09751492960638,13.7332218601849,16.7485909250376,16.3938223072213
10.65,21.8666567324334,13.8441751901366,16.8863216701665,16.3601790432066
10.69,26.953258830098,13.9998721158219,17.0303006433947,16.3252033807559
10.73,10.2336457760611,14.1623236684802,17.1712270135127,16.2883171089301
10.77,3.17462306017118,14.2746908136962,17.3076475002309,16.2460948746412
10.81,25.5936313826149,14.2914897044062,17.4292856687153,16.2092858268714
10.85,12.213806356784,14.2047508827401,17.5370467676661,16.1649568766964
10.89,5.48560383193789,14.0504224593181,17.6117375124885,16.1115261797984
10.93,21.0405019824526,13.8902259707201,17.6466513047946,16.0506125824655
10.97,12.1271239115101,13.778511319745,17.6400328955417,15.9734604383976
11.01,10.5483858619565,13.7327818939323,17.5837858041494,15.8768802826914
11.05,19.7470450344707,13.7248678376693,17.4678781923548,15.7607138505383
11.09,5.40060663430771,13.6980687963869,17.2844639715575,15.6239876084935
11.13,19.3780201605267,13.600730660184,17.0922496969408,15.4611079603131
11.17,7.90591333282317,13.417262950743,16.8491602097204,15.2532448551879
11.21,16.8168693083255,13.1789415981271,16.5416509969743,15.0561223363505
11.25,3.08961776651731,12.9481504753077,16.2027871223591,14.8585602214057
11.29,20.9187677798483,12.7845694369443,15.716115391301,14.510021106125
11.33,10.8167924597674,12.7119205970701,15.4037111371108,14.2887027157712
11.37,12.8963278979503,12.7036909704048,14.987804273634,13.9400888013042
11.41,13.2654305164335,12.695930567633,14.5199196724899,13.6509860659251
11.45,10.41098268706,12.6204789989028,14.0337696174941,13.3453181246979
11.49,11.7381266961059,12.4408748048583,13.5607559490136,12.9965271833532
11.53,9.55419788546682,12.1718104273615,13.1105734131975,12.6308266958475
11.57,9.97383994363254,11.8720537819488,12.6861719670712,12.2818038337291
11.61,11.3463637430571,11.6152403552601,12.288562099867,11.9610257234171
11.65,7.80538015370545,11.454776604857,11.9208181514718,11.659916529827
11.69,14.0765900778656,11.4016671071565,11.5863413113093,11.3695912704936
11.73,10.0125874462047,11.4260315021573,11.287099516526,11.0912512952388
11.77,10.8530811193473,11.4792117737278,11.0235251832869,10.8323218029449
11.81,10.5585549334858,11.5219079837247,10.7956741442106,10.5995750082322
11.85,9.04302978042182,11.5414760577971,11.3914272494942,11.1862321315126
11.89,13.3677708092957,11.5495121892128,9.81839673821039,9.06360376385251
11.93,13.199948097995,11.5638885281724,9.93700803296971,9.57414230782661
11.97,9.24113744688236,11.5891222472065,10.2591108795425,10.0275024006047
12.01,10.9889495924458,11.6091982351786,10.2962983619292,10.0310523954761
12.05,13.6246164853601,11.59778729895,10.3384661963668,9.98197900739406
12.09,15.0534425160803,11.5384694862887,10.3537403039722,9.97902141193219
12.13,14.5689876504153,11.4404132194617,10.4021604408233,10.0102244149713
12.17,12.6895561302218,11.3378032282579,10.4788945505607,10.0556306326594
12.21,6.76541942687667,11.272224730127,10.5652547791601,10.1220075518649
12.25,13.1989056043513,11.2688061891305,10.7125458238988,10.2080466164445
12.29,12.7376610084907,11.3213546037094,10.8975835919134,10.360299542076
12.33,8.39348178133846,11.3960138738121,11.1040160430464,10.5463045256915
12.37,13.3470531199296,11.4510261344221,11.3209415500171,10.7491622038447
12.41,11.0618993776298,11.4600162113446,11.5424039314416,10.9612558817229
12.45,10.1612786784986,11.4245241278236,11.7657411702776,11.1824199081179
12.49,9.96680433710157,11.3690955003482,11.9884817323657,11.4107319714796
12.53,11.1854537492866,11.3236755437396,12.2066754812744,11.6401981652414
12.57,13.8668767626849,11.3055720241646,12.4147830265731,11.8640207326193
12.61,9.18787740421592,11.3121400546135,12.6068511463417,12.0767987217585
12.65,12.4616003694197,11.3270156277352,12.7774675087222,12.2740519407794
12.69,15.8481946604906,11.3334357741273,12.9218953677901,12.4510947980072
12.73,11.6180771496936,11.3243947856303,13.0357782657553,12.6029460777399
12.77,9.79454154396202,11.3032242155037,13.1150457692231,12.7250376612276
12.81,12.1267824071159,11.2761878250539,13.1562078504377,12.8137306248766
12.85,12.6018596143426,11.2446183296782,13.1567604958516,12.8663051984335
12.89,8.35759391308631,11.203682687963,13.1153950603391,12.8807931068442
12.93,9.94793647669365,11.1487580421871,13.0319721197747,12.855994824994
12.97,12.7431488812613,11.0836388533149,12.9074211009073,12.7916409995699
13.01,10.6683021213186,11.022779558423,12.7436985347273,12.6884970367147
13.05,8.39972976472295,10.9841861789245,12.5437975133735,12.5483399990589
13.09,13.4312355511661,10.9770961695159,12.3117228818792,12.3738792666117
13.13,9.91512093326443,10.9934263694248,12.0523760713809,12.1686870834026
13.17,14.2571401928859,11.0102010989006,11.7713602474012,11.9371296856308
13.21,11.5630523864702,11.0027472094466,11.7214411190947,11.8087176709292
13.25,10.2507200782441,10.9605856386908,11.0775100993887,11.3902297370494
13.29,11.5770493836713,10.8953993421092,10.8680682897067,11.1390141788092
13.33,10.4655223587502,10.8352899904189,10.5528934310328,10.8695705486994
13.37,8.861339058233,10.808594118017,10.3579807865106,10.615496665709
13.41,12.9718675663152,10.8276012170943,9.91745411364597,10.2500074783407
13.45,13.7318416694059,10.8826885623998,9.66094747412605,10.026246266337
13.49,5.30234791747136,10.9504857802507,9.32008076556023,9.69547893517664
13.53,9.05708754573566,11.0103852029751,9.18409666222253,9.53002020239069
13.57,10.4146027870554,11.058305763167,9.10971364662672,9.41964251691907
13.61,13.0226152506354,11.1086791487617,8.99734870793978,9.30504425855183
13.65,13.4614721720365,11.1836500369828,8.93680653824447,9.18662999437103
13.69,13.5196202816841,11.2969961613622,8.8111186161921,9.13942600258899
13.73,14.1714277890224,11.4436156376158,8.74487793667278,9.12156342174342
13.77,10.5793112273639,11.6015334719865,8.77417275620296,9.18022406059649
13.81,14.376545864807,11.7450368732479,8.82607740873453,9.26434607325888
13.85,13.401877320013,11.8603805740216,8.91183675052254,9.41871649299486
13.89,17.556586265101,11.9541345148853,8.99548871030831,9.62495613755721
13.93,12.0740906184693,12.0493041456754,9.27332261725589,9.919787429995
13.97,10.524577430267,12.1722435145081,9.42207070893986,10.2663358209831
14.01,10.2943406687661,12.3388612411377,9.70249275011881,10.6440365582205
14.05,10.4556901111216,12.5483294122021,10.0847362933454,11.0990024505941
14.09,11.5040675496692,12.787061970791,10.5296758847295,11.6253347177864
14.13,15.2981856215701,13.0390684323288,11.0219008519596,12.213828975387
14.17,12.2376479523887,13.2953424277696,11.5647198804769,12.8558051700356
14.21,10.8447284614388,13.5566562435176,12.162544565415,13.5447802557032
14.25,11.5130440078553,13.8293318535372,12.8133785176843,14.2769671914333
14.29,17.5978151925314,14.1183581189088,13.5124224632577,15.0494105839982
14.33,7.23933557264052,14.4233506998283,14.255051738461,15.8467041914623
14.37,13.1581598477686,14.7398907620099,15.0467135931365,16.6935030859872
14.41,19.0282067540401,15.0642822714932,15.8683187844488,17.5552557476344
14.45,12.3210555033034,15.3972369440364,16.7349904655723,18.4354465200975
14.49,15.7468335931605,15.7432539861059,17.6147877030353,19.318838047333
14.53,22.3292528251842,16.1063397987987,18.516448482,20.233666809979
14.57,16.3980330974173,16.486002018039,19.4072162849057,21.0591576975006
14.61,15.1946820595703,16.8774081749877,20.2870583511672,21.8947528731839
14.65,18.3044148416794,17.2761218562624,21.1960116302823,22.7304975133613
14.69,22.8151970016699,17.6836424551919,22.092452763518,23.541763425623
14.73,15.0469365660126,18.1085874009988,22.9562500046843,24.3098777549466
14.77,22.0102547617594,18.5612737861211,23.7765920703037,25.0228951083908
14.81,22.5371680459972,19.0447781925083,24.5452482499342,25.6759045027888
14.85,13.489820416502,19.5491649558307,25.2556810641291,26.2658694062967
14.89,18.9478486391252,20.0542304717623,25.9024415752229,26.7899389198156
14.93,24.5590209119113,20.5401672758549,26.481064084809,27.245001407934
14.97,18.9336786458032,20.9991323496488,26.9875180336321,27.6283773035502
